activity_type,date,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,avg_stride_length,climb_time,temperature,number_of_laps,number_of_runs,month,year,week,weekday,quarter,time_exercise,date_exercise,day_of_week,time_day,week_or_end,cal_per_km,temp_buckets
Cycling,2019-08-24 03:39:37,Washington Cycling,1.53,76.0,00:06:43.6,121,141,1.1,,,8.5,21.8,0.0,6:43.6,23.000000000000004,1,1.0,8,2019,34,5,3,03:39:37,2019-08-24,Saturday,night,weekend,49.67,Hot (>23C)
Cycling,2019-08-23 15:03:08,Washington Cycling,1.22,85.0,00:07:37.2,120,128,1.1,,,6.0,13.5,0.0,7:37.2,25.0,1,1.0,8,2019,34,4,3,15:03:08,2019-08-23,Friday,afternoon,week_day,69.67,Hot (>23C)
Cycling,2019-08-23 02:42:36,Washington Cycling,1.72,143.0,07:14:54,87,125,0.4,,,0.1,20.0,0.0,7:14:54,20.999999999999996,1,1.0,8,2019,34,4,3,02:42:36,2019-08-23,Friday,night,week_day,83.14,Normal (14-23C)
Cycling,2019-08-22 15:04:21,Washington Cycling,0.26,50.0,00:07:19.6,98,111,0.2,,,1.3,11.4,0.0,7:19.6,28.000000000000004,1,1.0,8,2019,34,3,3,15:04:21,2019-08-22,Thursday,afternoon,week_day,192.31,Hot (>23C)
Running,2019-08-21 16:21:27,Washington Running,3.23,276.0,00:17:54,150,170,3.2,165.0,183.0,8:55,6:57,1.09,17:54,30.0,3,3.0,8,2019,34,2,3,16:21:27,2019-08-21,Wednesday,afternoon,week_day,85.45,Hot (>23C)
Cycling,2019-08-20 23:01:32,Washington Cycling,3.41,111.0,00:20:03,90,118,0.4,,,6.3,13.5,0.0,20:03,26.999999999999996,1,1.0,8,2019,34,1,3,23:01:32,2019-08-20,Tuesday,night,week_day,32.55,Hot (>23C)
Cycling,2019-08-20 16:07:23,Washington Cycling,3.27,107.0,00:11:13,112,146,1.1,,,10.9,16.4,0.0,11:13,28.000000000000004,1,1.0,8,2019,34,1,3,16:07:23,2019-08-20,Tuesday,afternoon,week_day,32.72,Hot (>23C)
Cycling,2019-08-20 15:03:04,Washington Cycling,1.4,64.0,00:10:40,92,106,0.2,,,4.9,14.6,0.0,10:40,34.0,1,1.0,8,2019,34,1,3,15:03:04,2019-08-20,Tuesday,afternoon,week_day,45.71,Hot (>23C)
Cycling,2019-08-19 22:49:28,Washington Cycling,1.46,57.0,00:07:03.7,104,122,0.4,,,7.7,19.2,0.0,7:03.7,30.999999999999996,1,1.0,8,2019,34,0,3,22:49:28,2019-08-19,Monday,night,week_day,39.04,Hot (>23C)
Cycling,2019-08-18 21:53:39,Washington Cycling,3.25,108.0,00:17:59,93,112,0.4,,,6.7,12.7,0.0,17:59,30.0,1,1.0,8,2019,33,6,3,21:53:39,2019-08-18,Sunday,night,weekend,33.23,Hot (>23C)
Cycling,2019-08-18 11:02:45,Washington Cycling,1.69,65.0,00:10:27,94,110,0.3,,,6.1,20.4,0.0,10:27,34.0,1,1.0,8,2019,33,6,3,11:02:45,2019-08-18,Sunday,morning,weekend,38.46,Hot (>23C)
Cycling,2019-08-18 04:18:44,Washington Cycling,1.38,112.0,00:22:13,87,125,0.3,,,2.3,18.8,0.0,22:13,28.000000000000004,1,1.0,8,2019,33,6,3,04:18:44,2019-08-18,Sunday,night,weekend,81.16,Hot (>23C)
Cycling,2019-08-17 15:04:19,Washington Cycling,0.77,54.0,00:06:27.8,105,128,0.5,,,4.5,17.1,0.0,6:27.8,26.999999999999996,1,1.0,8,2019,33,5,3,15:04:19,2019-08-17,Saturday,afternoon,weekend,70.13,Hot (>23C)
Cycling,2019-08-17 00:55:05,Washington Cycling,3.41,124.0,00:17:52,99,124,0.6,,,7.1,16.4,0.0,17:52,29.0,1,1.0,8,2019,33,5,3,00:55:05,2019-08-17,Saturday,night,weekend,36.36,Hot (>23C)
Cycling,2019-08-16 15:50:00,Washington Cycling,3.06,113.0,00:12:19,111,130,0.8,,,9.2,16.9,0.0,12:19,30.999999999999996,1,1.0,8,2019,33,4,3,15:50:00,2019-08-16,Friday,afternoon,week_day,36.93,Hot (>23C)
Cycling,2019-08-14 21:14:07,Washington Cycling,1.22,45.0,00:06:15.3,99,117,0.3,,,7.3,22.0,0.0,6:15.3,29.0,1,1.0,8,2019,33,2,3,21:14:07,2019-08-14,Wednesday,night,week_day,36.89,Hot (>23C)
Cycling,2019-08-14 16:52:39,Washington Cycling,1.63,33.0,00:06:53.3,84,98,0.1,,,8.8,16.9,0.0,6:53.3,28.000000000000004,1,1.0,8,2019,33,2,3,16:52:39,2019-08-14,Wednesday,afternoon,week_day,20.25,Hot (>23C)
Cycling,2019-08-12 18:47:32,Washington Cycling,1.64,47.0,00:07:38.0,93,117,0.2,,,8.0,21.5,0.0,7:38.0,30.999999999999996,1,1.0,8,2019,33,0,3,18:47:32,2019-08-12,Monday,night,week_day,28.66,Hot (>23C)
Cycling,2019-08-12 18:16:03,Washington Cycling,1.35,62.0,00:07:17.1,106,128,0.5,,,6.9,18.5,0.0,7:17.1,25.0,1,1.0,8,2019,33,0,3,18:16:03,2019-08-12,Monday,night,week_day,45.93,Hot (>23C)
Cycling,2019-08-11 03:54:02,Washington Cycling,1.34,72.0,00:12:32,91,109,0.2,,,4.0,19.7,0.0,12:32,25.0,1,1.0,8,2019,32,6,3,03:54:02,2019-08-11,Sunday,night,weekend,53.73,Hot (>23C)
Cycling,2019-08-10 18:33:28,Washington Cycling,1.72,57.0,00:06:19.9,109,131,0.5,,,10.2,26.5,0.0,6:19.9,26.999999999999996,1,1.0,8,2019,32,5,3,18:33:28,2019-08-10,Saturday,night,weekend,33.14,Hot (>23C)
Running,2019-08-10 12:02:04,Washington Running,5.02,464.0,00:35:02,137,158,2.7,151.0,173.0,11:13,8:32,0.95,35:02,28.000000000000004,4,4.0,8,2019,32,5,3,12:02:04,2019-08-10,Saturday,afternoon,weekend,92.43,Hot (>23C)
Cycling,2019-08-09 15:50:34,Washington Cycling,3.2,64.0,00:10:11,94,112,0.2,,,11.7,19.6,0.0,10:11,28.000000000000004,1,1.0,8,2019,32,4,3,15:50:34,2019-08-09,Friday,afternoon,week_day,20.0,Hot (>23C)
Cycling,2019-08-09 02:28:47,Washington Cycling,1.4,39.0,00:05:21.3,99,113,0.2,,,9.8,23.5,0.0,5:21.3,29.0,1,1.0,8,2019,32,4,3,02:28:47,2019-08-09,Friday,night,week_day,27.86,Hot (>23C)
Cycling,2019-08-08 15:07:23,Washington Cycling,1.66,25.0,00:06:11.0,79,94,0.0,,,10.0,23.1,0.0,6:11.0,26.999999999999996,1,1.0,8,2019,32,3,3,15:07:23,2019-08-08,Thursday,afternoon,week_day,15.06,Hot (>23C)
Cycling,2019-08-08 00:09:44,Washington Cycling,1.92,153.0,00:27:23,91,128,0.5,,,2.6,18.8,0.0,27:23,26.999999999999996,1,1.0,8,2019,32,3,3,00:09:44,2019-08-08,Thursday,night,week_day,79.69,Hot (>23C)
Cycling,2019-08-07 15:09:06,Washington Cycling,1.46,55.0,00:06:52.7,103,127,0.3,,,7.9,16.3,0.0,6:52.7,28.000000000000004,1,1.0,8,2019,32,2,3,15:09:06,2019-08-07,Wednesday,afternoon,week_day,37.67,Hot (>23C)
Cycling,2019-08-07 00:39:18,Washington Cycling,1.01,45.0,00:05:24.2,103,122,0.3,,,7.0,21.0,0.0,5:24.2,29.0,1,1.0,8,2019,32,2,3,00:39:18,2019-08-07,Wednesday,night,week_day,44.55,Hot (>23C)
Cycling,2019-08-06 15:09:39,Cycling,0.0,33.0,00:05:34.0,91,119,0.1,,,,,0.0,5:34.0,26.999999999999996,1,1.0,8,2019,32,1,3,15:09:39,2019-08-06,Tuesday,afternoon,week_day,0.0,Hot (>23C)
Cycling,2019-08-05 22:59:31,Washington Cycling,3.07,94.0,00:14:24,97,118,0.3,,,8.0,15.5,0.0,14:24,28.000000000000004,1,1.0,8,2019,32,0,3,22:59:31,2019-08-05,Monday,night,week_day,30.62,Hot (>23C)
Cycling,2019-08-05 15:54:28,Washington Cycling,3.01,108.0,00:11:13,113,152,1.0,,,10.0,19.3,0.0,11:13,28.000000000000004,1,1.0,8,2019,32,0,3,15:54:28,2019-08-05,Monday,afternoon,week_day,35.88,Hot (>23C)
Cycling,2019-08-04 21:04:15,Washington Cycling,3.77,108.0,00:17:21,95,112,0.3,,,8.1,15.0,0.0,17:21,29.0,1,1.0,8,2019,31,6,3,21:04:15,2019-08-04,Sunday,night,weekend,28.65,Hot (>23C)
Cycling,2019-08-04 15:53:17,Washington Cycling,2.3,89.0,00:11:57,101,117,0.4,,,7.2,19.1,0.0,11:57,29.0,1,1.0,8,2019,31,6,3,15:53:17,2019-08-04,Sunday,afternoon,weekend,38.7,Hot (>23C)
Cycling,2019-08-04 04:00:09,Washington Cycling,1.42,100.0,00:14:35,98,118,0.3,,,3.6,20.2,0.0,14:35,28.000000000000004,1,1.0,8,2019,31,6,3,04:00:09,2019-08-04,Sunday,night,weekend,70.42,Hot (>23C)
Cycling,2019-08-03 19:01:08,Washington Cycling,1.24,79.0,00:07:29.7,116,139,0.8,,,6.1,14.9,0.0,7:29.7,28.000000000000004,1,1.0,8,2019,31,5,3,19:01:08,2019-08-03,Saturday,night,weekend,63.71,Hot (>23C)
Cycling,2019-08-02 15:54:52,Washington Cycling,2.53,71.0,00:10:40,96,116,0.3,,,8.8,19.3,0.0,10:40,28.000000000000004,1,1.0,8,2019,31,4,3,15:54:52,2019-08-02,Friday,afternoon,week_day,28.06,Hot (>23C)
Cycling,2019-08-01 23:38:08,Washington Cycling,1.19,18.0,00:03:42.7,85,97,0.0,,,12.0,21.3,0.0,3:42.7,29.0,1,1.0,8,2019,31,3,3,23:38:08,2019-08-01,Thursday,night,week_day,15.13,Hot (>23C)
Cycling,2019-08-01 15:03:38,Washington Cycling,1.64,46.0,00:06:21.8,98,126,0.3,,,9.6,17.9,0.0,6:21.8,28.000000000000004,1,1.0,8,2019,31,3,3,15:03:38,2019-08-01,Thursday,afternoon,week_day,28.05,Hot (>23C)
Cycling,2019-08-01 00:36:37,Washington Cycling,1.77,89.0,00:15:28,92,105,0.2,,,4.3,20.3,0.0,15:28,26.999999999999996,1,1.0,8,2019,31,3,3,00:36:37,2019-08-01,Thursday,night,week_day,50.28,Hot (>23C)
Cycling,2019-07-31 15:08:42,Washington Cycling,1.66,49.0,00:06:04.6,103,120,0.3,,,10.1,22.4,0.0,6:04.6,25.0,1,1.0,7,2019,31,2,3,15:08:42,2019-07-31,Wednesday,afternoon,week_day,29.52,Hot (>23C)
Cycling,2019-07-31 01:45:55,Washington Cycling,1.5,38.0,00:05:27.6,97,113,0.2,,,10.2,20.4,0.0,5:27.6,28.000000000000004,1,1.0,7,2019,31,2,3,01:45:55,2019-07-31,Wednesday,night,week_day,25.33,Hot (>23C)
Cycling,2019-07-30 15:00:36,Washington Cycling,1.64,35.0,00:06:53.0,86,101,0.1,,,8.9,22.6,0.0,6:53.0,28.000000000000004,1,1.0,7,2019,31,1,3,15:00:36,2019-07-30,Tuesday,afternoon,week_day,21.34,Hot (>23C)
Cycling,2019-07-29 22:36:38,Washington Cycling,3.4,88.0,00:14:54,92,111,0.3,,,8.5,16.3,0.0,14:54,30.0,1,1.0,7,2019,31,0,3,22:36:38,2019-07-29,Monday,night,week_day,25.88,Hot (>23C)
Cycling,2019-07-29 15:51:24,Washington Cycling,2.37,68.0,00:10:36,94,114,0.3,,,8.3,16.5,0.0,10:36,28.000000000000004,1,1.0,7,2019,31,0,3,15:51:24,2019-07-29,Monday,afternoon,week_day,28.69,Hot (>23C)
Cycling,2019-07-28 22:03:27,Washington Cycling,3.19,88.0,00:17:11,87,109,0.2,,,6.9,15.4,0.0,17:11,30.0,1,1.0,7,2019,30,6,3,22:03:27,2019-07-28,Sunday,night,weekend,27.59,Hot (>23C)
Cycling,2019-07-28 15:52:02,Washington Cycling,3.3,94.0,00:10:50,108,137,0.7,,,11.3,19.2,0.0,10:50,26.999999999999996,1,1.0,7,2019,30,6,3,15:52:02,2019-07-28,Sunday,afternoon,weekend,28.48,Hot (>23C)
Cycling,2019-07-28 04:21:50,Washington Cycling,1.01,49.0,00:04:45.0,113,133,0.5,,,7.9,25.3,0.0,4:45.0,28.000000000000004,1,1.0,7,2019,30,6,3,04:21:50,2019-07-28,Sunday,night,weekend,48.51,Hot (>23C)
Cycling,2019-07-27 15:11:37,Washington Cycling,0.68,23.0,00:03:24.3,97,114,0.1,,,7.3,13.4,0.0,3:24.3,30.999999999999996,1,1.0,7,2019,30,5,3,15:11:37,2019-07-27,Saturday,afternoon,weekend,33.82,Hot (>23C)
Running,2019-07-27 11:44:59,Washington Running,3.64,317.0,00:23:21,135,148,2.6,155.0,163.0,10:21,8:56,1.0,23:21,30.999999999999996,3,3.0,7,2019,30,5,3,11:44:59,2019-07-27,Saturday,morning,weekend,87.09,Hot (>23C)
Cycling,2019-07-26 21:29:23,Washington Cycling,3.69,79.0,00:17:35,83,107,0.2,,,7.8,15.9,0.0,17:35,28.000000000000004,1,1.0,7,2019,30,4,3,21:29:23,2019-07-26,Friday,night,week_day,21.41,Hot (>23C)
Cycling,2019-07-26 15:53:25,Washington Cycling,2.7,112.0,00:11:00,117,168,1.4,,,9.2,20.9,0.0,11:00,25.0,1,1.0,7,2019,30,4,3,15:53:25,2019-07-26,Friday,afternoon,week_day,41.48,Hot (>23C)
Cycling,2019-07-25 22:53:41,Washington Cycling,3.46,112.0,00:17:20,95,127,0.5,,,7.5,16.2,0.0,17:20,26.999999999999996,1,1.0,7,2019,30,3,3,22:53:41,2019-07-25,Thursday,night,week_day,32.37,Hot (>23C)
Cycling,2019-07-25 15:52:25,Washington Cycling,3.3,99.0,00:11:47,104,133,0.8,,,10.4,22.5,0.0,11:47,28.000000000000004,1,1.0,7,2019,30,3,3,15:52:25,2019-07-25,Thursday,afternoon,week_day,30.0,Hot (>23C)
Cycling,2019-07-25 14:34:51,Washington Cycling,1.22,74.0,00:13:38,88,116,0.3,,,3.3,12.4,0.0,13:38,29.0,1,1.0,7,2019,30,3,3,14:34:51,2019-07-25,Thursday,afternoon,week_day,60.66,Hot (>23C)
Cycling,2019-07-25 13:59:25,Washington Cycling,0.31,76.0,00:12:39,91,131,0.4,,,0.9,8.3,0.0,12:39,28.000000000000004,1,1.0,7,2019,30,3,3,13:59:25,2019-07-25,Thursday,afternoon,week_day,245.16,Hot (>23C)
Cycling,2019-07-24 23:47:09,Washington Cycling,1.59,51.0,00:05:20.6,110,124,0.5,,,11.1,18.8,0.0,5:20.6,25.999999999999996,1,1.0,7,2019,30,2,3,23:47:09,2019-07-24,Wednesday,night,week_day,32.08,Hot (>23C)
Cycling,2019-07-24 18:24:54,Washington Cycling,1.51,68.0,00:06:26.4,115,131,0.7,,,8.7,26.4,0.0,6:26.4,25.999999999999996,1,1.0,7,2019,30,2,3,18:24:54,2019-07-24,Wednesday,night,week_day,45.03,Hot (>23C)
Cycling,2019-07-23 23:13:36,Washington Cycling,3.59,105.0,00:16:05,96,121,0.4,,,8.3,17.1,0.0,16:05,25.0,1,1.0,7,2019,30,1,3,23:13:36,2019-07-23,Tuesday,night,week_day,29.25,Hot (>23C)
Cycling,2019-07-23 15:55:19,Washington Cycling,3.19,118.0,00:11:43,115,128,0.9,,,10.1,19.0,0.0,11:43,26.999999999999996,1,1.0,7,2019,30,1,3,15:55:19,2019-07-23,Tuesday,afternoon,week_day,36.99,Hot (>23C)
Cycling,2019-07-22 15:58:22,Washington Cycling,1.42,58.0,00:08:37.0,96,130,0.3,,,6.1,19.5,0.0,8:37.0,28.000000000000004,1,1.0,7,2019,30,0,3,15:58:22,2019-07-22,Monday,afternoon,week_day,40.85,Hot (>23C)
Running,2019-07-19 19:06:35,Washington Running,3.41,286.0,00:19:12,144,160,3.0,164.0,179.0,9:03,7:44,1.08,19:12,31.999999999999996,3,3.0,7,2019,29,4,3,19:06:35,2019-07-19,Friday,night,week_day,83.87,Hot (>23C)
Cycling,2019-07-18 14:10:00,Washington Cycling,2.4,100.0,00:15:13,96,126,0.4,,,5.9,13.8,0.0,15:13,30.0,1,1.0,7,2019,29,3,3,14:10:00,2019-07-18,Thursday,afternoon,week_day,41.67,Hot (>23C)
Cycling,2019-07-18 12:15:51,Washington Cycling,2.24,132.0,00:19:41,97,124,0.6,,,4.2,15.0,0.0,19:41,29.0,1,1.0,7,2019,29,3,3,12:15:51,2019-07-18,Thursday,afternoon,week_day,58.93,Hot (>23C)
Running,2019-07-17 19:54:34,Washington Running,4.55,407.0,00:31:26,134,157,2.6,153.0,168.0,11:07,4:18,0.95,31:26,25.999999999999996,3,3.0,7,2019,29,2,3,19:54:34,2019-07-17,Wednesday,night,week_day,89.45,Hot (>23C)
Running,2019-07-16 17:33:52,Washington Running,4.52,397.0,00:32:46,138,178,3.2,101.0,174.0,11:40,7:05,2.03,32:46,26.999999999999996,3,3.0,7,2019,29,1,3,17:33:52,2019-07-16,Tuesday,afternoon,week_day,87.83,Hot (>23C)
Cycling,2019-07-15 23:06:47,Washington Cycling,3.15,118.0,00:13:00,109,136,0.8,,,9.1,21.7,0.0,13:00,30.0,1,1.0,7,2019,29,0,3,23:06:47,2019-07-15,Monday,night,week_day,37.46,Hot (>23C)
Cycling,2019-07-15 15:48:21,Washington Cycling,2.91,135.0,00:09:48.1,136,163,2.1,,,11.1,20.0,0.0,9:48.1,29.0,1,1.0,7,2019,29,0,3,15:48:21,2019-07-15,Monday,afternoon,week_day,46.39,Hot (>23C)
Cycling,2019-07-14 21:49:16,Washington Cycling,3.43,164.0,00:17:00,113,130,1.1,,,7.5,16.5,0.0,17:00,30.0,1,1.0,7,2019,28,6,3,21:49:16,2019-07-14,Sunday,night,weekend,47.81,Hot (>23C)
Cycling,2019-07-14 15:49:35,Washington Cycling,2.16,62.0,00:06:25.8,110,131,0.6,,,12.5,22.3,0.0,6:25.8,34.0,1,1.0,7,2019,28,6,3,15:49:35,2019-07-14,Sunday,afternoon,weekend,28.7,Hot (>23C)
Cycling,2019-07-14 01:10:09,Washington Cycling,3.51,167.0,00:15:24,118,140,1.6,,,8.5,16.7,0.0,15:24,28.000000000000004,1,1.0,7,2019,28,6,3,01:10:09,2019-07-14,Sunday,night,weekend,47.58,Hot (>23C)
Cycling,2019-07-13 15:48:23,Washington Cycling,2.66,124.0,00:11:20,119,135,1.2,,,8.7,19.2,0.0,11:20,28.000000000000004,1,1.0,7,2019,28,5,3,15:48:23,2019-07-13,Saturday,afternoon,weekend,46.62,Hot (>23C)
Cycling,2019-07-12 22:59:38,Washington Cycling,3.65,138.0,00:17:58,103,127,0.6,,,7.6,15.9,0.0,17:58,28.000000000000004,1,1.0,7,2019,28,4,3,22:59:38,2019-07-12,Friday,night,week_day,37.81,Hot (>23C)
Cycling,2019-07-12 16:18:30,Washington Cycling,2.64,86.0,00:10:10,107,131,0.5,,,9.7,19.6,0.0,10:10,28.000000000000004,1,1.0,7,2019,28,4,3,16:18:30,2019-07-12,Friday,afternoon,week_day,32.58,Hot (>23C)
Running,2019-07-11 20:23:32,Running,3.38,299.0,00:19:56,143,161,3.0,158.0,175.0,9:31,8:56,1.07,19:56,25.0,3,3.0,7,2019,28,3,3,20:23:32,2019-07-11,Thursday,night,week_day,88.46,Hot (>23C)
Cycling,2019-07-11 15:19:44,Washington Cycling,3.49,126.0,00:15:30,104,141,0.8,,,8.4,24.9,0.0,15:30,30.999999999999996,1,1.0,7,2019,28,3,3,15:19:44,2019-07-11,Thursday,afternoon,week_day,36.1,Hot (>23C)
Cycling,2019-07-11 14:12:25,Washington Cycling,3.85,229.0,00:30:05,104,140,1.4,,,4.8,17.7,0.0,30:05,28.000000000000004,1,1.0,7,2019,28,3,3,14:12:25,2019-07-11,Thursday,afternoon,week_day,59.48,Hot (>23C)
Cycling,2019-07-10 18:27:58,Washington Cycling,0.58,78.0,00:06:28.2,124,144,1.1,,,3.4,18.1,0.0,6:28.2,26.999999999999996,1,1.0,7,2019,28,2,3,18:27:58,2019-07-10,Wednesday,night,week_day,134.48,Hot (>23C)
Running,2019-07-10 15:35:27,Running,1.8,165.0,00:10:58,142,151,2.4,160.0,174.0,9:45,9:06,1.03,10:58,30.0,2,2.0,7,2019,28,2,3,15:35:27,2019-07-10,Wednesday,afternoon,week_day,91.67,Hot (>23C)
Running,2019-07-09 18:29:19,Running,2.62,255.0,00:15:55,149,169,3.0,157.0,169.0,9:47,9:15,1.04,15:55,26.999999999999996,2,2.0,7,2019,28,1,3,18:29:19,2019-07-09,Tuesday,night,week_day,97.33,Hot (>23C)
Cycling,2019-07-09 08:31:31,Washington Cycling,1.08,48.0,00:05:08.5,110,150,0.6,,,7.9,12.8,0.0,5:08.5,25.0,1,1.0,7,2019,28,1,3,08:31:31,2019-07-09,Tuesday,morning,week_day,44.44,Hot (>23C)
Cycling,2019-07-09 07:36:50,Washington Cycling,1.88,58.0,00:08:32.0,95,122,0.4,,,8.2,16.3,0.0,8:32.0,25.999999999999996,1,1.0,7,2019,28,1,3,07:36:50,2019-07-09,Tuesday,morning,week_day,30.85,Hot (>23C)
Cycling,2019-07-08 12:21:17,Washington Cycling,3.64,170.0,00:15:34,118,139,1.6,,,8.7,16.7,0.0,15:34,25.999999999999996,1,1.0,7,2019,28,0,3,12:21:17,2019-07-08,Monday,afternoon,week_day,46.7,Hot (>23C)
Cycling,2019-07-07 21:03:38,Washington Cycling,1.19,131.0,00:14:45,108,147,0.8,,,3.0,15.6,0.0,14:45,29.0,1,1.0,7,2019,27,6,3,21:03:38,2019-07-07,Sunday,night,weekend,110.08,Hot (>23C)
Cycling,2019-07-07 15:57:20,Washington Cycling,3.17,131.0,00:11:09,122,143,1.5,,,10.6,19.7,0.0,11:09,28.000000000000004,1,1.0,7,2019,27,6,3,15:57:20,2019-07-07,Sunday,afternoon,weekend,41.32,Hot (>23C)
Running,2019-07-07 13:16:03,Running,3.35,312.0,00:19:57,147,170,3.1,162.0,177.0,9:35,8:59,1.04,19:57,30.999999999999996,3,3.0,7,2019,27,6,3,13:16:03,2019-07-07,Sunday,afternoon,weekend,93.13,Hot (>23C)
Cycling,2019-07-07 03:09:16,Washington Cycling,1.32,24.0,00:04:19.9,87,115,0.1,,,11.4,22.1,0.0,4:19.9,28.000000000000004,1,1.0,7,2019,27,6,3,03:09:16,2019-07-07,Sunday,night,weekend,18.18,Hot (>23C)
Cycling,2019-07-06 14:54:33,Washington Cycling,1.64,61.0,00:06:43.0,108,134,0.5,,,9.1,20.1,0.0,6:43.0,28.000000000000004,1,1.0,7,2019,27,5,3,14:54:33,2019-07-06,Saturday,afternoon,weekend,37.2,Hot (>23C)
Cycling,2019-07-06 11:41:52,Washington Cycling,2.45,78.0,00:10:11,102,127,0.4,,,9.0,18.0,0.0,10:11,31.999999999999996,1,1.0,7,2019,27,5,3,11:41:52,2019-07-06,Saturday,morning,weekend,31.84,Hot (>23C)
Cycling,2019-07-06 10:18:57,Washington Cycling,1.87,79.0,00:08:28.5,110,129,0.6,,,8.2,16.5,0.0,8:28.5,29.0,1,1.0,7,2019,27,5,3,10:18:57,2019-07-06,Saturday,morning,weekend,42.25,Hot (>23C)
Cycling,2019-07-06 00:28:41,Washington Cycling,3.57,111.0,00:14:55,100,120,0.5,,,8.9,17.8,0.0,14:55,30.0,1,1.0,7,2019,27,5,3,00:28:41,2019-07-06,Saturday,night,weekend,31.09,Hot (>23C)
Cycling,2019-07-05 15:51:16,Washington Cycling,2.8,134.0,00:11:06,124,142,1.7,,,9.4,21.0,0.0,11:06,26.999999999999996,1,1.0,7,2019,27,4,3,15:51:16,2019-07-05,Friday,afternoon,week_day,47.86,Hot (>23C)
Cycling,2019-07-04 16:38:52,Washington Cycling,1.14,51.0,00:04:14.6,123,131,0.7,,,10.0,16.3,0.0,4:14.6,28.000000000000004,1,1.0,7,2019,27,3,3,16:38:52,2019-07-04,Thursday,afternoon,week_day,44.74,Hot (>23C)
Cycling,2019-07-04 15:11:34,Washington Cycling,1.03,31.0,00:04:36.2,95,113,0.1,,,8.3,18.5,0.0,4:36.2,28.000000000000004,1,1.0,7,2019,27,3,3,15:11:34,2019-07-04,Thursday,afternoon,week_day,30.1,Hot (>23C)
Cycling,2019-07-04 03:34:58,Washington Cycling,1.03,23.0,00:03:03.2,100,112,0.1,,,12.6,20.2,0.0,3:03.2,29.0,1,1.0,7,2019,27,3,3,03:34:58,2019-07-04,Thursday,night,week_day,22.33,Hot (>23C)
Cycling,2019-07-03 18:27:57,Washington Cycling,0.56,63.0,00:06:00.2,116,142,0.6,,,3.5,19.7,0.0,6:00.2,25.999999999999996,1,1.0,7,2019,27,2,3,18:27:57,2019-07-03,Wednesday,night,week_day,112.5,Hot (>23C)
Cycling,2019-07-01 20:05:44,Washington Cycling,1.58,49.0,00:08:23.9,90,111,0.1,,,7.0,20.6,0.0,8:23.9,28.000000000000004,1,1.0,7,2019,27,0,3,20:05:44,2019-07-01,Monday,night,week_day,31.01,Hot (>23C)
Cycling,2019-07-01 19:52:19,Washington Cycling,0.93,50.0,00:06:22.1,102,113,0.3,,,5.4,16.4,0.0,6:22.1,26.999999999999996,1,1.0,7,2019,27,0,3,19:52:19,2019-07-01,Monday,night,week_day,53.76,Hot (>23C)
Cycling,2019-06-30 18:06:57,Washington Cycling,0.87,40.0,00:04:31.1,107,119,0.3,,,7.2,14.9,0.0,4:31.1,34.0,1,1.0,6,2019,26,6,2,18:06:57,2019-06-30,Sunday,night,weekend,45.98,Hot (>23C)
Cycling,2019-06-30 16:43:41,Washington Cycling,1.16,24.0,00:03:51.0,93,114,0.1,,,11.2,18.2,0.0,3:51.0,28.000000000000004,1,1.0,6,2019,26,6,2,16:43:41,2019-06-30,Sunday,afternoon,weekend,20.69,Hot (>23C)
Cycling,2019-06-30 14:40:21,Washington Cycling,5.02,194.0,00:25:38,104,123,0.6,,,7.3,19.7,0.0,25:38,28.000000000000004,1,1.0,6,2019,26,6,2,14:40:21,2019-06-30,Sunday,afternoon,weekend,38.65,Hot (>23C)
Cycling,2019-06-30 12:50:40,Washington Cycling,3.4,108.0,00:15:43,98,120,0.4,,,8.0,21.2,0.0,15:43,26.999999999999996,1,1.0,6,2019,26,6,2,12:50:40,2019-06-30,Sunday,afternoon,weekend,31.76,Hot (>23C)
Cycling,2019-06-30 04:08:04,Washington Cycling,1.59,44.0,00:05:25.4,102,126,0.3,,,11.0,19.3,0.0,5:25.4,28.000000000000004,1,1.0,6,2019,26,6,2,04:08:04,2019-06-30,Sunday,night,weekend,27.67,Hot (>23C)
Cycling,2019-06-29 18:26:54,Washington Cycling,0.93,38.0,00:05:42.2,96,114,0.1,,,6.1,17.8,0.0,5:42.2,26.999999999999996,1,1.0,6,2019,26,5,2,18:26:54,2019-06-29,Saturday,night,weekend,40.86,Hot (>23C)
Running,2019-06-29 15:10:39,Washington Running,3.14,310.0,00:19:09,152,167,3.2,164.0,178.0,9:48,7:27,1.0,19:09,30.0,2,2.0,6,2019,26,5,2,15:10:39,2019-06-29,Saturday,afternoon,weekend,98.73,Hot (>23C)
Cycling,2019-06-29 00:34:01,Washington Cycling,3.73,135.0,00:18:16,101,125,0.5,,,7.6,15.1,0.0,18:16,29.0,1,1.0,6,2019,26,5,2,00:34:01,2019-06-29,Saturday,night,weekend,36.19,Hot (>23C)
Cycling,2019-06-28 15:49:56,Washington Cycling,2.88,109.0,00:12:36,107,140,0.6,,,8.5,19.0,0.0,12:36,28.000000000000004,1,1.0,6,2019,26,4,2,15:49:56,2019-06-28,Friday,afternoon,week_day,37.85,Hot (>23C)
